PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children under 6 years only,Female,35000,2015,0
Females with own children 6 to 17 years only,Female,35000,2015,0
Females with own children 6 to 17 years only,Female,35000,2015,0
Females with own children 6 to 17 years only,Female,35000,2015,0
Females with own children under 6 years only,Female,34600,2015,0
Females with own children under 6 years only,Female,33500,2015,0
Females with own children 6 to 17 years only,Female,33200,2015,0
Females with own children under 6 years only,Female,32000,2015,0
Females with own children 6 to 17 years only,Female,32000,2015,0
Females with own children 6 to 17 years only,Female,30000,2015,0
Females with own children 6 to 17 years only,Female,29000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,28000,2015,0
Females with own children under 6 years only,Female,26200,2015,1200
Females with own children under 6 years and 6 to 17 years,Female,25000,2015,0
Females with own children 6 to 17 years only,Female,24600,2015,0
Females with own children under 6 years only,Female,24000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,24000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,23000,2015,0
Females with own children under 6 years only,Female,20900,2015,0
Females with own children under 6 years and 6 to 17 years,Female,20700,2015,0
Females with own children under 6 years only,Female,20000,2015,0
Females with own children under 6 years only,Female,20000,2015,0
Females with own children under 6 years only,Female,20000,2015,0
Females with own children under 6 years only,Female,20000,2015,0
Females with own children under 6 years only,Female,20000,2015,0
Females with own children 6 to 17 years only,Female,19700,2015,0
Females with own children under 6 years only,Female,19200,2015,0
Females with own children 6 to 17 years only,Female,19000,2015,0
Females with own children 6 to 17 years only,Female,19000,2015,0
Females with own children under 6 years only,Female,18000,2015,0
Females with own children 6 to 17 years only,Female,18000,2015,0
Females with own children under 6 years only,Female,18000,2015,0
Females with own children under 6 years only,Female,17500,2015,0
Females with own children under 6 years only,Female,16000,2015,0
Females with own children under 6 years only,Female,16000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,15000,2015,0
Females with own children under 6 years only,Female,15000,2015,0
Females with own children under 6 years only,Female,15000,2015,0
Females with own children under 6 years only,Female,14340,2015,0
Females with own children under 6 years and 6 to 17 years,Female,14000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,14000,2015,0
Females with own children 6 to 17 years only,Female,13300,2015,0
Females with own children under 6 years only,Female,12000,2015,0
Females with own children under 6 years only,Female,12000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,11600,2015,0
Females with own children 6 to 17 years only,Female,11300,2015,0
Females with own children under 6 years and 6 to 17 years,Female,10800,2015,0
Females with own children 6 to 17 years only,Female,10000,2015,0
Females with own children under 6 years only,Female,10000,2015,0
Females with own children under 6 years only,Female,10000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,10000,2015,0
Females with own children under 6 years only,Female,10000,2015,0
Females with own children under 6 years only,Female,10000,2015,0
Females with own children under 6 years only,Female,9200,2015,0
Females with own children under 6 years and 6 to 17 years,Female,9000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,9000,2015,0
Females with own children under 6 years only,Female,8700,2015,0
Females with own children under 6 years only,Female,8300,2015,0
Females with own children under 6 years only,Female,8200,2015,0
Females with own children under 6 years only,Female,8000,2015,0
Females with own children under 6 years only,Female,7900,2015,0
Females with own children under 6 years only,Female,7000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,7000,2015,0
Females with own children 6 to 17 years only,Female,6100,2015,6100
Females with own children under 6 years only,Female,6000,2015,0
Females with own children under 6 years only,Female,6000,2015,0
Females with own children under 6 years only,Female,6000,2015,0
Females with own children under 6 years only,Female,5200,2015,0
Females with own children under 6 years and 6 to 17 years,Female,5000,2015,0
Females with own children 6 to 17 years only,Female,4500,2015,0
Females with own children 6 to 17 years only,Female,4200,2015,0
Females with own children under 6 years only,Female,4000,2015,0
Females with own children 6 to 17 years only,Female,4000,2015,0
Females with own children under 6 years and 6 to 17 years,Female,3600,2015,0
Females with own children under 6 years only,Female,3400,2015,0
Females with own children under 6 years and 6 to 17 years,Female,3100,2015,0
Females with own children under 6 years and 6 to 17 years,Female,2100,2015,0
Females with own children under 6 years only,Female,2000,2015,2000
Females with own children under 6 years and 6 to 17 years,Female,1700,2015,0
Females with own children 6 to 17 years only,Female,1500,2015,0
Females with own children under 6 years only,Female,1000,2015,0
Females with own children 6 to 17 years only,Female,1000,2015,0
Females with own children under 6 years only,Female,900,2015,0
Females with own children under 6 years and 6 to 17 years,Female,800,2015,0
Females with own children under 6 years and 6 to 17 years,Female,800,2015,0
Females with own children under 6 years and 6 to 17 years,Female,600,2015,0
Females with own children under 6 years only,Female,600,2015,0
Females with own children under 6 years only,Female,550,2015,0
Females with own children under 6 years only,Female,500,2015,0
Females with own children under 6 years only,Female,490,2015,0
Females with own children under 6 years only,Female,460,2015,0
Females with own children under 6 years only,Female,300,2015,300
Females with own children under 6 years and 6 to 17 years,Female,100,2015,0
Females with own children under 6 years and 6 to 17 years,Female,60,2015,60
Females with own children under 6 years only,Female,20,2015,0
Females with own children under 6 years and 6 to 17 years,Female,0,2015,0
Females with own children under 6 years only,Female,0,2015,0
Females with own children under 6 years and 6 to 17 years,Female,0,2015,0
Females with own children 6 to 17 years only,Female,0,2015,0
Females with own children under 6 years and 6 to 17 years,Female,0,2015,0
Females with own children 6 to 17 years only,Female,0,2015,0
Females with own children 6 to 17 years only,Female,0,2015,0
